id,title,filtered_words,label
R129,New Report on Election,"new, report, election, school, make, account., blood, whatever",REAL
R227,New Report on Climate Change,"new, report, climate, change, prepare, section, consider, stage, occur.",REAL
F231,Aliens Confirmed by Sources,"aliens, confirmed, sources, among, newspaper, field, participant, white, bill.",FAKE
R066,New Report on Policy,"new, report, policy, material, treat, car, sit., safe, catch",REAL
F095,Mind Control Confirmed by Sources,"mind, control, confirmed, sources, discover, candidate, light., agent",FAKE
R174,New Report on Policy,"new, report, policy, eight, trade, major, thousand, month., effect",REAL
R201,New Report on Public Health,"new, report, public, health, economic, trouble, include",REAL
R072,New Report on Education,"new, report, education, score, enjoy, itself., yeah, per, impact.",REAL
R064,New Report on Research,"new, report, research, behind, may, certainly, behind, yeah",REAL
F037,Miracle Drug Confirmed by Sources,"miracle, drug, confirmed, sources, school, better, sign, pm, condition.",FAKE
R170,New Report on Technology Breakthrough,"new, report, technology, breakthrough, three, feeling, sell., coach",REAL
F110,Celebrity Scandal Confirmed by Sources,"celebrity, scandal, confirmed, sources, summer, whatever, future., final, short",FAKE
F048,Secret Cure Confirmed by Sources,"secret, cure, confirmed, sources, across, leave, piece, need, place.",FAKE
F082,Hoax Confirmed by Sources,"hoax, confirmed, sources, attorney, edge, quite., level",FAKE
F187,Miracle Drug Confirmed by Sources,"miracle, drug, confirmed, sources, make, ago, record, center",FAKE
F027,Miracle Drug Confirmed by Sources,"miracle, drug, confirmed, sources, turn, dream, responsibility, painting, remember.",FAKE
F202,Hoax Confirmed by Sources,"hoax, confirmed, sources, however, effort, staff, late, leader., early",FAKE
F197,Secret Cure Confirmed by Sources,"secret, cure, confirmed, sources, drug, nation, medical",FAKE
R128,New Report on Climate Change,"new, report, climate, change, attorney, forget, tv, interesting, better",REAL
F157,Government Cover-Up Confirmed by Sources,"government, cover-up, confirmed, sources, keep, concern, father., seat",FAKE
F117,Hoax Confirmed by Sources,"hoax, confirmed, sources, power, consider, case, heavy, specific.",FAKE
F173,Secret Cure Confirmed by Sources,"secret, cure, confirmed, sources, place, economy, performance, glass, recognize.",FAKE
F024,Aliens Confirmed by Sources,"aliens, confirmed, sources, within, system, make, bar, different, partner.",FAKE
F096,Celebrity Scandal Confirmed by Sources,"celebrity, scandal, confirmed, sources, question, world",FAKE
R247,New Report on Public Health,"new, report, public, health, participant, security, main, bring",REAL
F226,Government Cover-Up Confirmed by Sources,"government, cover-up, confirmed, sources, support, thing, big, seem, choice.",FAKE
F100,Flat Earth Confirmed by Sources,"flat, earth, confirmed, sources, may, last, tax, discover, give",FAKE
F246,Government Cover-Up Confirmed by Sources,"government, cover-up, confirmed, sources, wonder, region, car, kind., suddenly",FAKE
F183,Aliens Confirmed by Sources,"aliens, confirmed, sources, year, hour, difficult",FAKE
R063,New Report on Policy,"new, report, policy, republican, simply, certainly., pay, education",REAL
R005,New Report on Election,"new, report, election, information, beat, include, red, agreement, better",REAL
R084,New Report on Election,"new, report, election, company, job, student, kid, course, allow",REAL
R124,New Report on Education,"new, report, education, media, particular, quality, stuff., movie, less",REAL
R118,New Report on Research,"new, report, research, born, investment, idea, everybody, should., without",REAL
F001,Aliens Confirmed by Sources,"aliens, confirmed, sources, board, maybe, account, knowledge., ability",FAKE
F007,Immortal Jellyfish Confirmed by Sources,"immortal, jellyfish, confirmed, sources, ten, often, woman, eye, learn",FAKE
F046,Mind Control Confirmed by Sources,"mind, control, confirmed, sources, series, every, thank., seem, great",FAKE
R103,New Report on Research,"new, report, research, stop, born, within, break, feel., plan",REAL
R037,New Report on Budget Report,"new, report, budget, report, board, reason, chair, manage",REAL
F193,Secret Cure Confirmed by Sources,"secret, cure, confirmed, sources, site, source, in., individual",FAKE
R166,New Report on Election,"new, report, election, treat, population., operation, cause",REAL
F017,Immortal Jellyfish Confirmed by Sources,"immortal, jellyfish, confirmed, sources, drop, ball, you., rock",FAKE
R008,New Report on Economic Growth,"new, report, economic, growth, miss, baby, analysis",REAL
F071,Celebrity Scandal Confirmed by Sources,"celebrity, scandal, confirmed, sources, continue, light, ever, others",FAKE
F028,Mind Control Confirmed by Sources,"mind, control, confirmed, sources, south, team, radio, conference, language",FAKE
F227,Immortal Jellyfish Confirmed by Sources,"immortal, jellyfish, confirmed, sources, remain, doctor, nor., language, talk",FAKE
R200,New Report on Public Health,"new, report, public, health, international, every, within, charge, individual",REAL
R225,New Report on Climate Change,"new, report, climate, change, remember, two, memory, pull, seat",REAL
R062,New Report on Budget Report,"new, report, budget, report, response, west., ever",REAL
F033,Hoax Confirmed by Sources,"hoax, confirmed, sources, positive, expert, seven, tell, account, firm",FAKE
F012,Hoax Confirmed by Sources,"hoax, confirmed, sources, seem, street, next, maybe, firm, home",FAKE
R121,New Report on Research,"new, report, research, specific, ball, third, treatment.",REAL
F210,Aliens Confirmed by Sources,"aliens, confirmed, sources, weight, scene, reason, site., traditional, foot",FAKE
F151,Hoax Confirmed by Sources,"hoax, confirmed, sources, shoulder, produce, commercial, price, necessary, before.",FAKE
F099,Secret Cure Confirmed by Sources,"secret, cure, confirmed, sources, wall, side, company, sister, town",FAKE
R090,New Report on Technology Breakthrough,"new, report, technology, breakthrough, best, measure, family, write, simple.",REAL
R125,New Report on Budget Report,"new, report, budget, report, act, relationship, speech, indeed",REAL
R091,New Report on Climate Change,"new, report, climate, change, main, specific, walk, word., play",REAL
R157,New Report on Climate Change,"new, report, climate, change, degree, assume, couple, smile.",REAL
F098,Miracle Drug Confirmed by Sources,"miracle, drug, confirmed, sources, decade, rich, social, medical, anyone",FAKE
F164,Immortal Jellyfish Confirmed by Sources,"immortal, jellyfish, confirmed, sources, argue, kitchen, note, for., mean",FAKE
R050,New Report on Economic Growth,"new, report, economic, growth, sense, day., part",REAL
R249,New Report on Climate Change,"new, report, climate, change, area, modern, choose, manage",REAL
R093,New Report on Election,"new, report, election, teach, everybody, writer, free, oil., view",REAL
R131,New Report on Education,"new, report, education, upon, condition, assume, area, term., economic",REAL
F107,Flat Earth Confirmed by Sources,"flat, earth, confirmed, sources, miss, figure, less, sign, although",FAKE
F153,Hoax Confirmed by Sources,"hoax, confirmed, sources, including, gun, board., impact, happen",FAKE
F091,Flat Earth Confirmed by Sources,"flat, earth, confirmed, sources, various, work, something, leader, fire",FAKE
R246,New Report on Economic Growth,"new, report, economic, growth, care, nothing, everyone, tree., responsibility",REAL
F004,Secret Cure Confirmed by Sources,"secret, cure, confirmed, sources, decide, realize, daughter., large",FAKE
